Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
ATC/A06AG10,"docusate sodium, incl. combinations",,,false,C3653143,STY/T109|STY/T121,ATC/A06AG,5,,STY/T109|STY/T121
ATC/C02BC,"Bisquaternary ammonium compounds, ganglion-blocking antiandrenergic",Bisquaternary ammonium compounds,,false,C3654029,STY/T121,ATC/C02B,4,Y,STY/T121
ATC/V04CX06,hexaminolevulinate,,,false,C1327841,STY/T109|STY/T121,ATC/V04CX,5,,STY/T109|STY/T121
ATC/P01BC01,quinine,,,false,C0034417,STY/T109|STY/T121,ATC/P01BC,5,,STY/T109|STY/T121
ATC/D10AD,Retinoids for topical use in acne,,,false,C3653783,STY/T109|STY/T121,ATC/D10A,4,Y,STY/T109|STY/T121
ATC/G03DA04,progesterone,,,false,C0033308,STY/T125|STY/T109|STY/T121,ATC/G03DA,5,,STY/T125|STY/T109|STY/T121
ATC/D11AX21,brimonidine,,,false,C0525227,STY/T109|STY/T121,ATC/D11AX,5,,STY/T109|STY/T121
ATC/R01AD,Corticosteroid nasal preparations for topical use,Corticosteroids,,false,C3539185,STY/T109|STY/T121,ATC/R01A,4,Y,STY/T109|STY/T121
ATC/D04AA16,pheniramine,,,false,C0031408,STY/T109|STY/T121,ATC/D04AA,5,,STY/T109|STY/T121
ATC/A07AA54,"streptomycin, combinations",,,false,C3652821,STY/T121,ATC/A07AA,5,,STY/T121
ATC/R06AE06,oxatomide,,,false,C0134337,STY/T109|STY/T121,ATC/R06AE,5,,STY/T109|STY/T121
ATC/A01AB03,chlorhexidine,,,false,C0008196,STY/T109|STY/T121,ATC/A01AB,5,,STY/T109|STY/T121
ATC/R03CB51,"isoprenaline, combinations",,,false,C3653079,STY/T109|STY/T121,ATC/R03CB,5,,STY/T109|STY/T121
ATC/N03AB,"Hydantoin derivatives, antiepileptics",Hydantoin derivatives,,false,C3539112,STY/T109|STY/T121,ATC/N03A,4,Y,STY/T109|STY/T121
ATC/A03AX14,valethamate,,,false,C0077981,STY/T109|STY/T121,ATC/A03AX,5,,STY/T109|STY/T121
ATC/P02BB01,metrifonate,,,false,C0040898,STY/T109|STY/T131|STY/T121,ATC/P02BB,5,,STY/T109|STY/T131|STY/T121
ATC/D06BB09,edoxudine,,,false,C0115510,STY/T114|STY/T121,ATC/D06BB,5,,STY/T114|STY/T121
ATC/L01AD02,lomustine,,,false,C0023972,STY/T109|STY/T121,ATC/L01AD,5,,STY/T109|STY/T121
ATC/S01HA01,cocaine,,,false,C0009170,STY/T109|STY/T131|STY/T121,ATC/S01HA,5,,STY/T109|STY/T131|STY/T121
ATC/B06A,OTHER HEMATOLOGICAL AGENTS in ATC,OTHER HEMATOLOGICAL AGENTS,,false,C3540010,STY/T121,ATC/B06,3,Y,STY/T121
ATC/V03AB01,ipecacuanha,,,false,C0022046,STY/T109|STY/T121,ATC/V03AB,5,,STY/T109|STY/T121
ATC/J01DB10,cefacetrile,,,false,C0007714,STY/T195|STY/T109,ATC/J01DB,5,,STY/T195|STY/T109
ATC/P03BX05,dimethylcarbate,,,false,C3652659,STY/T109|STY/T121,ATC/P03BX,5,,STY/T109|STY/T121
ATC/B01AE01,desirudin,,,false,C0378366,STY/T116|STY/T121,ATC/B01AE,5,,STY/T116|STY/T121
STY/T040,Organism Function,,,false,,,STY/T039,,,
ATC/J01FA13,dirithromycin,,,false,C0058445,STY/T195|STY/T109,ATC/J01FA,5,,STY/T195|STY/T109
ATC/A10AE06,insulin degludec,,,false,C3491971,STY/T116|STY/T125|STY/T121,ATC/A10AE,5,,STY/T116|STY/T125|STY/T121
ATC/A04AA,"Serotonin (5HT3) antagonists, antiemetics and antinauseants",Serotonin (5HT<n>3</n>) antagonists,,false,C3653981,STY/T123|STY/T121,ATC/A04A,4,Y,STY/T123|STY/T121
ATC/C09DA06,candesartan and diuretics,,,false,C3653044,STY/T109|STY/T121,ATC/C09DA,5,,STY/T109|STY/T121
ATC/C09A,"ACE INHIBITORS, PLAIN",,,false,C3653768,STY/T121,ATC/C09,3,Y,STY/T121
ATC/L01XC06,cetuximab,,,false,C0995188,STY/T116|STY/T129|STY/T121,ATC/L01XC,5,,STY/T116|STY/T129|STY/T121
ATC/A05A,BILE THERAPY DRUGS,BILE THERAPY,,false,C3654040,STY/T121,ATC/A05,3,Y,STY/T121
ATC/C09BA05,ramipril and diuretics,,,false,C3653059,STY/T109|STY/T121,ATC/C09BA,5,,STY/T109|STY/T121
ATC/D10AE51,"benzoyl peroxide, combinations",,,false,C3653174,STY/T109|STY/T121,ATC/D10AE,5,,STY/T109|STY/T121
ATC/N05CM10,hexapropymate,,,false,C0062664,STY/T109|STY/T121,ATC/N05CM,5,,STY/T109|STY/T121
ATC/G03AB01,megestrol and ethinylestradiol,,,false,C3652787,STY/T121,ATC/G03AB,5,,STY/T121
ATC/A10BH05,linagliptin,,,false,C2746078,STY/T109|STY/T121,ATC/A10BH,5,,STY/T109|STY/T121
ATC/C04AE01,ergoloid mesylates,,,false,C0014708,STY/T109|STY/T121,ATC/C04AE,5,,STY/T109|STY/T121
ATC/J05AC,"Cyclic amines, direct acting antivirals",Cyclic amines,,false,C3653443,STY/T109|STY/T121,ATC/J05A,4,Y,STY/T109|STY/T121
ATC/G03HB,Antiandrogens and estrogens,,,false,C3653625,STY/T125|STY/T109|STY/T121,ATC/G03H,4,Y,STY/T125|STY/T109|STY/T121
ATC/J07CA10,typhoid-hepatitis A,,,false,C1276976,STY/T129|STY/T121,ATC/J07CA,5,,STY/T129|STY/T121
ATC/N02CX03,iprazochrome,,,false,C0123902,STY/T109|STY/T121,ATC/N02CX,5,,STY/T109|STY/T121
ATC/V08DA04,"perflutren, phospholipid microspheres",,,false,C3652550,STY/T130|STY/T109,ATC/V08DA,5,,STY/T130|STY/T109
ATC/B05CA01,cetylpyridinium,,,false,C0007906,STY/T109|STY/T121,ATC/B05CA,5,,STY/T109|STY/T121
ATC/A10BB01,glibenclamide,,,false,C0017628,STY/T109|STY/T121,ATC/A10BB,5,,STY/T109|STY/T121
ATC/N03AB05,fosphenytoin,,,false,C0244656,STY/T109|STY/T121,ATC/N03AB,5,,STY/T109|STY/T121
STY/T049,Cell or Molecular Dysfunction,,,false,,,STY/T046,,,
ATC/V03AE08,ferric citrate,,,false,C0060231,STY/T121|STY/T197,ATC/V03AE,5,,STY/T121|STY/T197
ATC/D07AB09,triamcinolone,,,false,C0040864,STY/T109|STY/T121,ATC/D07AB,5,,STY/T109|STY/T121
ATC/G03AA03,lynestrenol and ethinylestradiol,,,false,C2193892,STY/T121,ATC/G03AA,5,,STY/T121
ATC/A06AB,Contact laxatives,,,false,C3653507,STY/T121,ATC/A06A,4,Y,STY/T121
ATC/P01BA02,hydroxychloroquine,,,false,C0020336,STY/T109|STY/T121,ATC/P01BA,5,,STY/T109|STY/T121
ATC/L01ED,Anaplastic lymphoma kinase (ALK) inhibitors,,,false,C5432218,STY/T121,ATC/L01E,4,Y,STY/T121
ATC/L04AC15,sirukumab,,,false,C3254570,STY/T116|STY/T129|STY/T121,ATC/L04AC,5,,STY/T116|STY/T129|STY/T121
ATC/C02LA01,reserpine and diuretics,,,false,C3653061,STY/T109|STY/T121,ATC/C02LA,5,,STY/T109|STY/T121
ATC/J01MA12,levofloxacin,,,false,C0282386,STY/T195|STY/T109,ATC/J01MA,5,,STY/T195|STY/T109
ATC/A02BX10,zolimidine,,,false,C0650163,STY/T109|STY/T121,ATC/A02BX,5,,STY/T109|STY/T121
ATC/A06AX03,lubiprostone,,,false,C1684405,STY/T109|STY/T121,ATC/A06AX,5,,STY/T109|STY/T121
ATC/B05XB01,arginine hydrochloride,,,false,C0301556,STY/T109|STY/T121,ATC/B05XB,5,,STY/T109|STY/T121
ATC/A07DA01,diphenoxylate,,,false,C0012525,STY/T109|STY/T121,ATC/A07DA,5,,STY/T109|STY/T121
ATC/G01B,ANTIINFECTIVES/ANTISEPTICS IN COMBINATION WITH CORTICOSTEROIDS,,,false,C3653703,STY/T121,ATC/G01,3,Y,STY/T121
ATC/V09BA01,technetium (<o>99m</o>Tc) oxidronic acid,,,false,C3652583,STY/T130|STY/T109,ATC/V09BA,5,,STY/T130|STY/T109
ATC/J01CF03,meticillin,,,false,C0025643,STY/T195|STY/T109,ATC/J01CF,5,,STY/T195|STY/T109
ATC/V04CX,Other diagnostic agents in ATC,Other diagnostic agents,,false,C3539177,STY/T130,ATC/V04C,4,Y,STY/T130
ATC/L01AA05,chlormethine,,,false,C0025033,STY/T109|STY/T131|STY/T121,ATC/L01AA,5,,STY/T109|STY/T131|STY/T121
STY/T081,Quantitative Concept,,,false,,,STY/T078,,,
ATC/J07AR,Typhus (exanthematicus) vaccines,,,false,C3653292,STY/T129|STY/T121,ATC/J07A,4,Y,STY/T129|STY/T121
ATC/B01AC02,cloricromen,,,false,C0050066,STY/T109|STY/T121,ATC/B01AC,5,,STY/T109|STY/T121
ATC/C01CA06,phenylephrine,,,false,C0031469,STY/T109|STY/T121,ATC/C01CA,5,,STY/T109|STY/T121
ATC/G02CB03,cabergoline,,,false,C0107994,STY/T109|STY/T121,ATC/G02CB,5,,STY/T109|STY/T121
ATC/J01XD,"Imidazole derivatives, antibacterial for systemic use",Imidazole derivatives,,false,C3540045,STY/T109|STY/T121,ATC/J01X,4,Y,STY/T109|STY/T121
ATC/J01DI02,ceftaroline fosamil,,,false,C2001525,STY/T195|STY/T109,ATC/J01DI,5,,STY/T195|STY/T109
ATC/C07AA27,cloranolol,,,false,C0076772,STY/T109|STY/T121,ATC/C07AA,5,,STY/T109|STY/T121
ATC/L01XX40,omacetaxine mepesuccinate,,,false,C0062941,STY/T109|STY/T121,ATC/L01XX,5,,STY/T109|STY/T121
ATC/A12CE02,sodium selenite,,,false,C0142923,STY/T121|STY/T197,ATC/A12CE,5,,STY/T121|STY/T197
ATC/L03AB10,peginterferon alfa-2b,,,false,C0796545,STY/T116|STY/T129|STY/T121,ATC/L03AB,5,,STY/T116|STY/T129|STY/T121
ATC/L03AX14,histamine dihydrochloride,,,false,C0543456,STY/T123|STY/T109|STY/T121,ATC/L03AX,5,,STY/T123|STY/T109|STY/T121
ATC/C08EA,"Phenylalkylamine derivatives, non-selective calcium channel blockers",Phenylalkylamine derivatives,,false,C3539994,STY/T109|STY/T121,ATC/C08E,4,Y,STY/T109|STY/T121
ATC/B05CA07,noxytiolin,,,false,C0028476,STY/T109|STY/T121,ATC/B05CA,5,,STY/T109|STY/T121
ATC/C03BB02,quinethazone and potassium,,,false,C3652628,STY/T121,ATC/C03BB,5,,STY/T121
ATC/A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS in ATC,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,,false,C3542964,STY/T121,ATC/A16,3,Y,STY/T121
ATC/J04AM,Combinations of drugs for treatment of tuberculosis,,,false,C3653682,STY/T121,ATC/J04A,4,Y,STY/T121
ATC/C02LA07,bietaserpine and diuretics,,,false,C3652435,STY/T109|STY/T121,ATC/C02LA,5,,STY/T109|STY/T121
ATC/A10BB07,glipizide,,,false,C0017642,STY/T109|STY/T121,ATC/A10BB,5,,STY/T109|STY/T121
ATC/C05AD07,pramocaine,,,false,C0071810,STY/T109|STY/T121,ATC/C05AD,5,,STY/T109|STY/T121
ATC/J01MB,Other quinolones in ATC,Other quinolones,,false,C3653836,STY/T109|STY/T121,ATC/J01M,4,Y,STY/T109|STY/T121
ATC/V03AB27,4-dimethylaminophenol,,,false,C0048250,STY/T109|STY/T121,ATC/V03AB,5,,STY/T109|STY/T121
ATC/C05AE02,isosorbide dinitrate,,,false,C0022252,STY/T109|STY/T121,ATC/C05AE,5,,STY/T109|STY/T121
ATC/G01AC06,broxyquinoline,,,false,C0054157,STY/T109,ATC/G01AC,5,,STY/T109
ATC/D10BA01,isotretinoin,,,false,C0022265,STY/T109|STY/T121,ATC/D10BA,5,,STY/T109|STY/T121
ATC/V01AA01,feather,,,false,C3486460,STY/T129,ATC/V01AA,5,,STY/T129
ATC/N03,ANTIEPILEPTICS,,,false,C0003299,STY/T121,ATC/N,2,Y,STY/T121
ATC/A06AB30,contact laxatives in combination with belladonna alkaloids,,,false,C3653258,STY/T109|STY/T121,ATC/A06AB,5,,STY/T109|STY/T121
ATC/C01EB11,tiracizine,,,false,C0145975,STY/T109|STY/T121,ATC/C01EB,5,,STY/T109|STY/T121
ATC/M01CB,Gold preparations,,,false,C1875221,STY/T121,ATC/M01C,4,Y,STY/T121
ATC/R07AB04,etamivan,,,false,C0059692,STY/T109|STY/T121,ATC/R07AB,5,,STY/T109|STY/T121
ATC/J01DC04,cefaclor,,,false,C0007537,STY/T195|STY/T109,ATC/J01DC,5,,STY/T195|STY/T109
ATC/A03AD02,drotaverine,,,false,C0058762,STY/T109|STY/T121,ATC/A03AD,5,,STY/T109|STY/T121
ATC/P03AX01,benzyl benzoate,,,false,C0053289,STY/T109|STY/T131,ATC/P03AX,5,,STY/T109|STY/T131
ATC/D06BA51,"silver sulfadiazine, combinations",,,false,C3652832,STY/T121,ATC/D06BA,5,,STY/T121
ATC/A03FA07,itopride,,,false,C0531483,STY/T109|STY/T121,ATC/A03FA,5,,STY/T109|STY/T121
ATC/M01AE07,suprofen,,,false,C0038878,STY/T109|STY/T121,ATC/M01AE,5,,STY/T109|STY/T121
ATC/J05AH,"Neuraminidase inhibitors, direct acting antivirals",Neuraminidase inhibitors,,false,C3541969,STY/T121,ATC/J05A,4,Y,STY/T121
ATC/M09AX05,aceneuramic acid,,,false,C2825327,STY/T109|STY/T121,ATC/M09AX,5,,STY/T109|STY/T121
ATC/G04BD03,meladrazine,,,false,C0065895,STY/T109|STY/T121,ATC/G04BD,5,,STY/T109|STY/T121
ATC/B01AX07,caplacizumab,,,false,C3713057,STY/T116|STY/T129|STY/T121,ATC/B01AX,5,,STY/T116|STY/T129|STY/T121
ATC/N05CD,Benzodiazepine derivative hypnotics and sedatives,Benzodiazepine derivatives,,false,C1874525,STY/T109|STY/T121,ATC/N05C,4,Y,STY/T109|STY/T121
ATC/R03CC08,procaterol,,,false,C0072032,STY/T109|STY/T121,ATC/R03CC,5,,STY/T109|STY/T121
ATC/G03CB04,moxestrol,,,false,C0066834,STY/T109|STY/T121,ATC/G03CB,5,,STY/T109|STY/T121
ATC/G04BD09,trospium,,,false,C0772089,STY/T109|STY/T121,ATC/G04BD,5,,STY/T109|STY/T121
ATC/N06AA06,trimipramine,,,false,C0041056,STY/T109|STY/T121,ATC/N06AA,5,,STY/T109|STY/T121
ATC/A06AG,Enema for Constipation,Enemas,,false,C3538923,STY/T121,ATC/A06A,4,Y,STY/T121
ATC/P01BF02,artesunate and mefloquine,,,false,C3652933,STY/T109|STY/T121,ATC/P01BF,5,,STY/T109|STY/T121
ATC/V01AA07,insect allergenic extracts,insects,,false,C0981916,STY/T116|STY/T130|STY/T129,ATC/V01AA,5,,STY/T116|STY/T130|STY/T129
ATC/D05BX,Other antipsoriatics for systemic use in ATC,Other antipsoriatics for systemic use,,false,C3653899,STY/T121,ATC/D05B,4,Y,STY/T121
ATC/R05CA,Expectorants,,,false,C0015314,STY/T121,ATC/R05C,4,Y,STY/T121
ATC/J05AR20,"emtricitabine, tenofovir alafenamide and bictegravir",,,false,C4542162,STY/T121,ATC/J05AR,5,,STY/T121
ATC/R06AB03,dimetindene,,,false,C0012390,STY/T109|STY/T121,ATC/R06AB,5,,STY/T109|STY/T121
ATC/V03AE02,sevelamer,,,false,C0718050,STY/T109|STY/T121,ATC/V03AE,5,,STY/T109|STY/T121
ATC/L03AX19,dasiprotimut-T,,,false,C3871453,STY/T121,ATC/L03AX,5,,STY/T121
ATC/G04CA04,silodosin,,,false,C1870115,STY/T109|STY/T121,ATC/G04CA,5,,STY/T109|STY/T121
ATC/B03AB03,sodium feredetate,,,false,C0357084,STY/T121|STY/T197,ATC/B03AB,5,,STY/T121|STY/T197
ATC/M05BA04,alendronic acid,,,false,C0771311,STY/T109|STY/T121,ATC/M05BA,5,,STY/T109|STY/T121
ATC/D09AA01,framycetin,,,false,C0016673,STY/T195|STY/T109,ATC/D09AA,5,,STY/T195|STY/T109
ATC/R03DX10,benralizumab,,,false,C2982078,STY/T116|STY/T129|STY/T121,ATC/R03DX,5,,STY/T116|STY/T129|STY/T121
ATC/C05BB03,invert sugar,,,false,C0063739,STY/T109,ATC/C05BB,5,,STY/T109
ATC/V09IX02,iobenguane (<o>131</o>I),,,false,C0524959,STY/T109|STY/T121,ATC/V09IX,5,,STY/T109|STY/T121
ATC/C09CA08,olmesartan medoxomil,,,false,C0386393,STY/T109|STY/T121,ATC/C09CA,5,,STY/T109|STY/T121
ATC/R03AL07,formoterol and glycopyrronium bromide,,,false,C4301618,STY/T121,ATC/R03AL,5,,STY/T121
ATC/C03AH02,"hydroflumethiazide, combinations",,,false,C3653116,STY/T109|STY/T121,ATC/C03AH,5,,STY/T109|STY/T121
ATC/A03AB03,oxyphenonium,,,false,C0030082,STY/T109|STY/T121,ATC/A03AB,5,,STY/T109|STY/T121
ATC/P02CA05,flubendazole,,,false,C0060477,STY/T109|STY/T121,ATC/P02CA,5,,STY/T109|STY/T121
ATC/L01DB09,valrubicin,,,false,C0068314,STY/T195|STY/T109,ATC/L01DB,5,,STY/T195|STY/T109
ATC/G03AA14,nomegestrol and estradiol,,,false,C3652735,STY/T121,ATC/G03AA,5,,STY/T121
ATC/L02AE02,leuprorelin,,,false,C0085272,STY/T116|STY/T125|STY/T121,ATC/L02AE,5,,STY/T116|STY/T125|STY/T121
ATC/V08AB03,ioxaglic acid,,,false,C0022041,STY/T130|STY/T109,ATC/V08AB,5,,STY/T130|STY/T109
ATC/A03CB01,methylscopolamine and psycholeptics,,,false,C3652952,STY/T109|STY/T121,ATC/A03CB,5,,STY/T109|STY/T121
ATC/N05AB,"Phenothiazines with piperazine structure, antipsychotics",Phenothiazines with piperazine structure,,false,C3653395,STY/T109|STY/T121,ATC/N05A,4,Y,STY/T109|STY/T121
ATC/M03BA51,"phenprobamate, combinations excl. psycholeptics",,,false,C3653193,STY/T109|STY/T121,ATC/M03BA,5,,STY/T109|STY/T121
ATC/A10AC01,insulin (human),,,false,C0795635,STY/T116|STY/T125|STY/T121,ATC/A10AC,5,,STY/T116|STY/T125|STY/T121
ATC/J01ED01,sulfadimethoxine,,,false,C0038676,STY/T195|STY/T109,ATC/J01ED,5,,STY/T195|STY/T109
ATC/B01AF03,edoxaban,,,false,C2975435,STY/T109|STY/T121,ATC/B01AF,5,,STY/T109|STY/T121
ATC/M01AX07,benzydamine,,,false,C0005099,STY/T109|STY/T121,ATC/M01AX,5,,STY/T109|STY/T121
ATC/C02KB01,metirosine,,,false,C0886584,STY/T116|STY/T121,ATC/C02KB,5,,STY/T116|STY/T121
ATC/D11AX52,"gamolenic acid, combinations",,,false,C3652866,STY/T121,ATC/D11AX,5,,STY/T121
ATC/D11AX11,hydroquinone,,,false,C0020306,STY/T109|STY/T121,ATC/D11AX,5,,STY/T109|STY/T121
ATC/A10BB12,glimepiride,,,false,C0061323,STY/T109|STY/T121,ATC/A10BB,5,,STY/T109|STY/T121
ATC/R01AB08,tuaminoheptane,,,false,C0642440,STY/T109|STY/T121,ATC/R01AB,5,,STY/T109|STY/T121
ATC/B02BC05,adrenalone,,,false,C0050876,STY/T109|STY/T121,ATC/B02BC,5,,STY/T109|STY/T121
ATC/L01XK02,niraparib,,,false,C2744440,STY/T109|STY/T121,ATC/L01XK,5,,STY/T109|STY/T121
ATC/B03AE01,"iron, vitamin B<n>12</n> and folic acid",,,false,C3652753,STY/T121,ATC/B03AE,5,,STY/T121
STY/T060,Diagnostic Procedure,,,false,,,STY/T058,,,
ATC/P01AA04,chlorquinaldol,,,false,C0008292,STY/T109|STY/T121,ATC/P01AA,5,,STY/T109|STY/T121
ATC/P01AX11,nitazoxanide,,,false,C0068788,STY/T109|STY/T121,ATC/P01AX,5,,STY/T109|STY/T121
ATC/C01DX52,"prenylamine, combinations",,,false,C3653106,STY/T109|STY/T121,ATC/C01DX,5,,STY/T109|STY/T121
ATC/G01AF01,metronidazole,,,false,C0025872,STY/T109|STY/T121,ATC/G01AF,5,,STY/T109|STY/T121
ATC/A16AA01,levocarnitine,,,false,C0087163,STY/T127|STY/T109|STY/T121,ATC/A16AA,5,,STY/T127|STY/T109|STY/T121
ATC/A10X,OTHER DRUGS USED IN DIABETES in ATC,OTHER DRUGS USED IN DIABETES,,false,C3539178,STY/T121,ATC/A10,3,Y,STY/T121
ATC/C01DX11,trapidil,,,false,C0040779,STY/T109|STY/T121,ATC/C01DX,5,,STY/T109|STY/T121
ATC/A06AC51,"ispaghula, combinations",,,false,C3653076,STY/T109|STY/T121,ATC/A06AC,5,,STY/T109|STY/T121
ATC/C04AC02,nicotinyl alcohol,nicotinyl alcohol (pyridylcarbinol),,false,C0028053,STY/T109|STY/T121,ATC/C04AC,5,,STY/T109|STY/T121
ATC/D07XC,"Corticosteroids, potent, other combinations",,,false,C3653668,STY/T121,ATC/D07X,4,Y,STY/T121
ATC/J07BB,Influenza vaccines,,,false,C0021403,STY/T129|STY/T121,ATC/J07B,4,Y,STY/T129|STY/T121
ATC/V03AC03,deferasirox,,,false,C1619629,STY/T109|STY/T121,ATC/V03AC,5,,STY/T109|STY/T121
ATC/V09HB,Indium-111 inflammation and infection detection radiopharmaceuticals,Indium (<o>111</o>In) compounds,,false,C3541406,STY/T130,ATC/V09H,4,Y,STY/T130
ATC/C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers,,,false,C3653795,STY/T121,ATC/C09D,4,Y,STY/T121
ATC/B05XA14,sodium glycerophosphate,,,false,C0377349,STY/T109|STY/T121,ATC/B05XA,5,,STY/T109|STY/T121
ATC/R05FA,Opium derivatives and expectorants,,,false,C3543843,STY/T121,ATC/R05F,4,Y,STY/T121
ATC/J01XE51,"nitrofurantoin, combinations",,,false,C3871437,STY/T121,ATC/J01XE,5,,STY/T121
ATC/V03AB38,andexanet alfa,,,false,C4079904,STY/T116|STY/T121,ATC/V03AB,5,,STY/T116|STY/T121
ATC/C02KX04,macitentan,,,false,C2606556,STY/T109|STY/T121,ATC/C02KX,5,,STY/T109|STY/T121
ATC/A11CC05,colecalciferol,,,false,C0008318,STY/T127|STY/T109|STY/T121,ATC/A11CC,5,,STY/T127|STY/T109|STY/T121
ATC/R01BA53,"phenylephrine, combinations",,,false,C3652906,STY/T109|STY/T121,ATC/R01BA,5,,STY/T109|STY/T121
ATC/L02BB03,bicalutamide,,,false,C0285590,STY/T109|STY/T121,ATC/L02BB,5,,STY/T109|STY/T121
ATC/J01ED07,sulfamerazine,,,false,C0038684,STY/T109|STY/T121,ATC/J01ED,5,,STY/T109|STY/T121
ATC/A14AB03,oxabolone cipionate,,,false,C2825599,STY/T109|STY/T121,ATC/A14AB,5,,STY/T109|STY/T121
ATC/M03AC09,rocuronium bromide,,,false,C0069632,STY/T109|STY/T121,ATC/M03AC,5,,STY/T109|STY/T121
ATC/C08DB,Benzothiazepine derivative selective calcium channel blockers with direct cardiac effects,Benzothiazepine derivatives,,false,C3653455,STY/T109|STY/T121,ATC/C08D,4,Y,STY/T109|STY/T121
ATC/J02A,ANTIMYCOTICS FOR SYSTEMIC USE,,,false,C3653762,STY/T121,ATC/J02,3,Y,STY/T121
ATC/A10BF03,voglibose,,,false,C0532578,STY/T109|STY/T121,ATC/A10BF,5,,STY/T109|STY/T121
ATC/V09DX,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals in ATC,Other hepatic and reticulo endothelial system diagnostic radiopharmaceuticals,,false,C3653863,STY/T130,ATC/V09D,4,Y,STY/T130
ATC/S01EE02,unoprostone,,,false,C0772319,STY/T125|STY/T109|STY/T121,ATC/S01EE,5,,STY/T125|STY/T109|STY/T121
STY/T170,Intellectual Product,,,false,,,STY/T077,,,
ATC/L01XC26,inotuzumab ozogamicin,,,false,C1567130,STY/T116|STY/T129|STY/T121,ATC/L01XC,5,,STY/T116|STY/T129|STY/T121
ATC/A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,,,false,C3653766,STY/T121,ATC/A,2,Y,STY/T121
ATC/J01FA02,spiramycin,,,false,C0037962,STY/T195|STY/T109,ATC/J01FA,5,,STY/T195|STY/T109
ATC/D10AB01,bithionol,,,false,C0005661,STY/T195|STY/T109,ATC/D10AB,5,,STY/T195|STY/T109
ATC/A16AX14,migalastat,,,false,C2698220,STY/T109|STY/T121,ATC/A16AX,5,,STY/T109|STY/T121
ATC/G01AF07,isoconazole,,,false,C0063953,STY/T109|STY/T121,ATC/G01AF,5,,STY/T109|STY/T121
ATC/C08CA07,nisoldipine,,,false,C0028116,STY/T109|STY/T121,ATC/C08CA,5,,STY/T109|STY/T121
ATC/B03AA10,ferrous ascorbate,,,false,C0015888,STY/T109|STY/T121,ATC/B03AA,5,,STY/T109|STY/T121
ATC/J01FA08,troleandomycin,,,false,C0041165,STY/T195|STY/T109,ATC/J01FA,5,,STY/T195|STY/T109
ATC/C03BA09,meticrane,,,false,C0873165,STY/T109|STY/T121,ATC/C03BA,5,,STY/T109|STY/T121
ATC/A10BK07,luseogliflozin,,,false,C2933904,STY/T109|STY/T121,ATC/A10BK,5,,STY/T109|STY/T121
ATC/P01AR01,arsthinol,,,false,C0301341,STY/T109|STY/T121,ATC/P01AR,5,,STY/T109|STY/T121
ATC/C07AB04,acebutolol,,,false,C0000946,STY/T109|STY/T121,ATC/C07AB,5,,STY/T109|STY/T121
ATC/G03DA03,hydroxyprogesterone,,,false,C0045010,STY/T125|STY/T109|STY/T121,ATC/G03DA,5,,STY/T125|STY/T109|STY/T121
ATC/D08AE02,policresulen,,,false,C0137757,STY/T109|STY/T121,ATC/D08AE,5,,STY/T109|STY/T121
ATC/V09IX13,methionine (<o>11</o>C),,,false,C0252667,STY/T116|STY/T121,ATC/V09IX,5,,STY/T116|STY/T121
ATC/M01AB04,zomepirac,,,false,C0078840,STY/T109|STY/T121,ATC/M01AB,5,,STY/T109|STY/T121
ATC/L04AD03,voclosporin,,,false,C2607219,STY/T116|STY/T121,ATC/L04AD,5,,STY/T116|STY/T121
ATC/D08AJ06,didecyldimethylammonium chloride,,,false,C0283828,STY/T109|STY/T121,ATC/D08AJ,5,,STY/T109|STY/T121
ATC/L04AA27,fingolimod,,,false,C1699926,STY/T109|STY/T129|STY/T121,ATC/L04AA,5,,STY/T109|STY/T129|STY/T121
ATC/N05BE,"Azaspirodecanedione derivatives, anxiolytics",Azaspirodecanedione derivatives,,false,C3653459,STY/T109|STY/T121,ATC/N05B,4,Y,STY/T109|STY/T121
ATC/C05BX,Other sclerosing agents in ATC,Other sclerosing agents,,false,C3653832,STY/T121,ATC/C05B,4,Y,STY/T121
ATC/C01CA,Adrenergic and dopaminergic cardiac stimulants,Adrenergic and dopaminergic agents,,false,C3654022,STY/T121,ATC/C01C,4,Y,STY/T121
ATC/B02BX05,eltrombopag,,,false,C1831905,STY/T116|STY/T121,ATC/B02BX,5,,STY/T116|STY/T121
ATC/S01FB03,ibopamine,,,false,C0123043,STY/T109|STY/T121,ATC/S01FB,5,,STY/T109|STY/T121
ATC/A10BA03,buformin,,,false,C0006359,STY/T109|STY/T121,ATC/A10BA,5,,STY/T109|STY/T121
ATC/N02CA52,"ergotamine, combinations excl. psycholeptics",,,false,C3653206,STY/T109|STY/T121,ATC/N02CA,5,,STY/T109|STY/T121
ATC/D11AE,Androgens for topical use,,,false,C3653733,STY/T121,ATC/D11A,4,Y,STY/T121
ATC/C09AA01,captopril,,,false,C0006938,STY/T116|STY/T121,ATC/C09AA,5,,STY/T116|STY/T121
